?Concept	?Broader	?labelNL	?labelEN	?definitions	?altLabelsNL	?altLabelsEN	?reference	?comments
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2242	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2122	mantelbuis	conduit	Buis voor bescherming van kabels, buizen en HDPE buizen (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2245	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	marifooninstallatie	maritime radio telephone	Installatie die spraakcommunicatie tussen twee nautische gebruikers mogelijk maakt via een zender-ontvanger combinatie. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2246		markering	marking					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2247		markeringspaal	marking pole					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2249	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1319	massa	mass	TODO (bron: NEN-EN-ISO 80000 series)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2250	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	mast	mast	Draagconstructie, bestaande uit een verticale buispaal, die wordt gebruikt om iets op hoogte te brengen. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2256	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0089	matrixsignaalgever (mtm)		Elektronisch signaleringsbord waarop, afhankelijk van de (verkeers)situatie, door middel van lichtpunten een (verkeers)teken kan worden getoond. (bron: CROW 156)|Elektronisch signaleringsbord waarop, afhankelijk van de (verkeers)situatie, door middel van lichtpunten een (verkeers)teken kan worden getoond. (bron: CROW 156)	MSG|matrixbord			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2269	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2673	meer	lake	Massa stilstaand landoppervlaktewater. (bron: Aquo Lex en Objectencatalogus)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2272		meerboei	mooring buoy					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2277		meerpaal	mooring post					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2278		meerstoel	mooring dolphin					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2279	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	meetinstallatie		Installatie voor het meten van een bepaalde grootheid. Bijvoorbeeld een debiet of het aantal deeltjes in de lucht. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2284		meetpunt	measurement point					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2285		meetput						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2287		meetsysteem	measurement system					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2301	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0939	mens	human	Levend fysiek object (ook: organisme), in biologische zin behorend tot de klasse der zoogdieren, dat zich vooral door zijn vermogen tot denken (redeneren, verbeelden) en communiceren (taal) van de (overige) dieren onderscheidt. (bron: NEN 2660-1 (Ontw))	person	person		
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2310	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4736	meting	measurement	Kwantitatieve bewering over de werkelijkheid met een bepaald waarheidsgehalte, die het resultaat is van een meetproces. (bron: AOA Begrippen- en Definitielijst)	meetproces	measurement process		
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4736	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c3856	observatie	observation	Kwalitatieve bewering over de werkelijkheid met een bepaald waarheidsgehalte, die het resultaat is van een waarnemingsproces. (bron: AOA Begrippen- en Definitielijst)	waarneming			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2314		meubilair	furniture					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2315		microfoon	microphone					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2342		mixer						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2360	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4382	monitor	monitor	Apparaat dat informatie op een scherm kan tonen. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2364		monsternameapparaat						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2397		natuurgebied	natural area					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2411		nautofoon	nautophone					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2412	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	nautofooninstallatie	nautophone installation	Installatie, ook wel misthoorn genoemd, die doormiddel van akoestische signalen schepen helpt navigeren bij slecht zicht. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2415	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0614	verbeterde ondergrond	improved subsurface	Ondergrond waarvan de eigenschappen op kunstmatige wijze zijn verbeterd (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2417		net	net					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2419	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4989	netwerk	network	Verzameling van samenhangende netwerkelementen (nodes en links) (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4989	https://bimloket.nl/data/kernmodel/thesaurus#3558a562-2e31-4599-ad0e-8658c0bca110	economisch gebied	economic area	Passieve functionele entiteit.				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2435		nevengeul	secondary channel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2445	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2131	breedte	width	TODO (bron: NEN-EN-ISO 80000 series)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2447	https://w3id.org/nen2660/term#Mixture	cement	cement	Hydraulisch materiaal, ten dele of in hoofdzaak bestaande uit (fijn) gemalen cementklinker, waaraan gewoonlijk een geringe hoeveelheid gips of anhydriet is toegevoegd als bindtijdregelaar. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2449		nivelleerschuif	levelling valve					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2458		nooddouche-installatie						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2459		noodhandbediening	emergency manual control					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2461		noodstop	emergency stop					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2464	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	noodstroominstallatie (roterend)		Noodstroominstallatie die met behulp van een noodstroomaggregaat elektriciteit opwekt en automatisch in werking treedt zodra de netspanning uitvalt (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2465	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	noodstroominstallatie (statisch)		Noodstroominstallatie die voor een bepaalde tijd met behulp van statische componenten automatisch zorgdraagt voor de levering van elektriciteit bij (gedeeltelijke) uitval van de primaire voeding. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2466		noodtelefoon	emergency telephone					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2467	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4935	norm	standard	Door een erkende normalisatie-instelling vastgestelde technische specificatie voor herhaalde of voortdurende toepassing, waarvan de naleving niet verplicht is en die tot een van de volgende categorieën behoort: (bron: Aanbestedingsreglement Werken 2016)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4935	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c3856	regel	rule	bewering over hoe de werkelijkheid eruit moet zien. (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2487		objectbegroeiing	object vegetation					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2494	https://w3id.org/nen2660/term#State	objecttoestand	object state	Toestand van een object gedurende een periode tussen twee transformatiegebeurtenissen. Een objecttoestand wordt gekenmerkt door de eigenschappen (met hun waarde) en relaties van het object. (bron: NEN 2660-1 (Ontw))				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2496	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c6801	objectverlichting	object lighting	Installatie die dient om bouwwerken en andere constructies of objecten aan de buitenzijde te verlichten (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2501	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0438	obstakelbeveiliger	obstacle protector	Bermbeveiligingsconstructie (ROA-VIB: constructie) ter afscherming van een obstakel, die botsingsenergie kan absorberen en bij aanrijding voertuigen met zo weinig mogelijk schade van richting doet veranderen of tot stilstand brengt. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2504		oever	shore, bank	Gebied op de grens van water en land waar het dynamisch samenspel van land en water plaatsvindt. (bron: Aquo Lex en Objectencatalogus)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2508		oeverbescherming	shore protection					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2513		oeverzwaluwenwand	sand martin wall					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2515		olie- en benzineafscheider						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2516		olieboom						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2517		oliefilter	oil filter					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2524		omloopriool	lock culvert					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2525	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	omroepinstallatie	public address system	Installatie waarmee mensen in een bepaald gebied kunnen worden toegesproken. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2527		onderbak	drip tray					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2529		onderbouw						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2534		onderdoorgang	underpass					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2536	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0614	ondergrond	subsurface	Vast deel van de aarde met de zich daarin bevindende vloeistoffen en gassen, inclusief de daarin aanwezige holle ruimtes; (bron: Wet basisregistratie ondergrond)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2548		onderhoudsstrook	maintenance strip					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2549		onderhoudsvoorziening	maintenance provision					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2551	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4003	onderlaag (verharding)		Laag asfaltbeton in de verharding van een asfaltweg, die direct is aangebracht op de onderbouw (weg) of op de fundering (weg). (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2557		onderloopsheidscherm	seepage barrier					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2564		onderverdeler	distributor					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2568	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1093	ongelijkvloers kruispunt	grade separated intersection	Kruispunt waarvan de weg-orientatielijnen elkaar kruisen. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2570	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2019	ongelijkvloerse kruising	grade separated crossing	Kruising waarbij de orientatielijnen van de netwerklinks elkaar kruisen (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2584		ontvangbed	unconsolidated foundation					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2585		ontvanger	receiving bed					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2586		ontvangst- en verdeelwerk						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2609		onverhard oppervlak	unpaved surface					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2616		op- en afrit						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2626		open buispaal						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2633		open tunnelbak						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2639	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c6801	openbare verlichting	public lighting	Installatie die dient om de openbare infrastructuur, met name wegen, te verlichten. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2641		openfilterconstructie	open filter construction					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2652	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4033	ophangconstructie	suspension structure	Constructie voor het ophangen/bevestigen van constructiedelen. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4033	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	verkeerskundige draagconstructie	traffic-related loadbearing structure	Civiel-bouwkundige constructie voor het dragen van verkeersinformatiepanelen en/of –beseining. (bron: RTD 1001)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2653	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0614	ophoging	fill	Toegevoegde hoeveelheid materiaal om een oppervlakte in verticale zin op de juiste hoogte te brengen. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2654		oplegbalk	cap beam					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2655		oplegblok	bearing pad					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2657	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	oplegging	support	Constructie die krachten en vervormingen uit de bovenbouw (kunstwerk) van een kunstwerk opneemt en geheel of gedeeltelijk overdraagt op de onderbouw (kunstwerk). (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2658		oplegpunt	support point					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2659		oplegstoel	support chair					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2661		oplegtafel	support table					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2669		opnamemedium	recording medium					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2680		opslagtank	tank					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2681		opsluitband						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2682		opsluitconstructie	enclosing structure					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2684		opstal	erection					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2692		opvulling	filling					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2693		opzetinrichting	raising device					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2696		organisatie	organization	persoon of groep van personen die zijn eigen functies heeft met verantwoordelijkheden, bevoegdheden en relaties om zijn doelstellingen (3.08) te bereiken (bron: UIT 68)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2709		over- en onderdrukinstallatie	positive and negative pressure system					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2720	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	overgangsconstructie		Constructie ten behoeve van een blijvende vloeiende overgang tussen een kunstwerk en het aansluitende weglichaam. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2722		overgangsplaat	transition plate					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2725	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0620	overig bouwwerk		Met de aarde verbonden duurzaam bouwwerk  dat niet valt onder de definities van een pand of kunstwerk. (bron: Informatiemodel Grootschalige topografie)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2734		overkluizing	vault tunnel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2736		overlastbelastingsbeveiliging						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2743	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1403	overpad	right of way	Gelijkvloerse kruising van een weg met een niet voor het openbaar verkeer opengestelde weg of spoorweg. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2747		overspanning	overvoltage					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2748		overspanningbeveiliging	surge protector					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2749	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1403	oversteek	passage	Gelijkvloerse kruising waarvan beide wegen zijn opengesteld voor het openbaar vervoer en waarvan een van de wegen een ondergeschikt karakter heeft. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2757	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1403	overweg	railway crossing	Gelijkvloerse kruising van een weg met een spoorweg. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2758		paaiplaats	spawning ground					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2759	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4382	paal	pole	Langwerpig voorwerp van bijvoorbeeld hout, ijzer, steen dat in de grond staat (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2760		paalbeugel	pole bracket					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2765		panamawiel	panama wheel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2767		paneel						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2771		papierbak	paper bin					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2774		park	park					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2775		parkeerbeugel						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2791		peilschaal	level indicator					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2793		pennenbaan	cage gear					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2797		pergola						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2803		perron	platform					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2804		persinstallatie						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2808		persleiding	pressure main					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2812		personenzoekinstallatie	paging system					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2815		pictogram						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2816		pijler	pier					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2820		pipingberm	piping berm					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2828		plaatveld	plate field					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2829		plafond	ceiling					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2830		plafondafwerking						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2831		plafondconstructie						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2844		plant	plant, plantae	Meercellig organisme dat door fotosynthese in staat is uit anorganische stoffen organische op te bouwen. De cellen van een plant zijn voorzien van een celwand en celkern. Sommige cellen bezitten bladgroenkorrels. Planten hebben geen gespecialiseerde zintuigen, noch kunnen ze zich bewegen. (bron: Wikipedia, de vrije encyclopedie (NL))				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2848		plasberm	wet berm					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2858		poer	footing					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2862		pollerinstallatie						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2863		pomp	pump					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2865	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	pompinstallatie	pump system	Installatie die een vloeistof of gas kan verplaatsten met behulp van een pomp (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2866	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	pompkelder	pump cellar	Bebouwing die geheel of gedeeltelijk onder de grond is aangebracht ten behoeve van een pompinstallatie (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2867		ponton	pontoon					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2871	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4033	portaal	portal	Constructie bestaande uit twee opgaande wanden of kolommen met daarop een horizontale ligger, die met ten minste een van de wanden of kolommen een stijve verbinding vormt. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2879		praatpaal	emergency telephone					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2890	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c5282	prestatiemeting	performance measurement	Proces van het verzamelen, analyseren en / of rapporteren van informatie over de prestaties van een individu, groep, organisatie, systeem of component. Dit resulteert in een meting van een prestatie-indicator. (bron: Wikipedia, de vrije encyclopedie (NL))				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c5282	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c5281	meten	measuring	Denkproces dat resulteert in een meting (bron: AOA Begrippen- en Definitielijst)	meetproces	measurement process		
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2921		procesbassin						
