?Concept	?Broader	?labelNL	?labelEN	?definitions	?altLabelsNL	?altLabelsEN	?reference	?comments
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1016		draaipunt	pivot					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1019		drainage	drain					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1020		drainagebuis	drainage pipe					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1022		drainmonding	drain discharge					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1023		drempel	threshold					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1028	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c3897	drijfbaken	floating beacon	Drijvende markering om scheepvaart ter plaatse te informeren. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1029		drijfkist	box float					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1030		drijflaag afvoerbak						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1032		drijfraam	floating frame					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1034		drijvende bolder	floating bollard					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1037		drinkwaterinlaat	drinking water inlet					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1044		droogzetvoorziening	dewatering provision					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1045		drukknoppaal	push button post					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1047		drukluchtschuiminstallatie			DLS			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1048		drukpaal						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1049		drukvat	pressure vessel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1052		dugout	dugout					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1053		duiker	culvert					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1054		duin	dune					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1056		duingebied	dune area					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1057		duinovergang	dune transition					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1058		duinstruweel						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1060		duinvoetverdediging	dune base defence					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1069		duurzame energiebron						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1074	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	dynamisch verkeersmanagementsysteem	dynamic traffic management system	Systeem dat het proces van dynamisch verkeersmanagement ondersteunt. Voorbeelden zijn toerit-doseringsystemen en spitsstroken die met een bediensysteem bediend worden. (bron: Definities Verkeersmanagement)	dvm systeem			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1077		dwarsdrager	cross girder					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1088	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	dynamische bewegwijzering en informatie systeem		Installatie die de weggebruiker informeert over de beschikbaarheid van bepaalde routes door gebruik te maken van wisselende tekstregels en/of pictogrammen. (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1093	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4572	kruispunt	intersection	ontmoeting van drie of meer netwerklinks, waarbij er uitwisseling mogelijk is (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4572	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4989	netwerknode	network node	Netwerkelement dat het begin- of eindpunt vormt van een of meer netwerklinks. (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1094	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2029	ecoduct	wildlife crossing	Vaste verbinding de vorm van een viaduct voor passages van dieren over een weg of spoorweg (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1109	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2029	ecotunnel	wildlife tunnel	Ecopassage (wildwissel) in de vorm van een tunnel voor passages van dieren onder een weg of spoorweg. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1112	https://w3id.org/nen2660/term#InformationObject	eenheid	unit of measure	scale that specifies how the size or extent of an aspect is unambiguously quantified by a value on a mathematical range (bron: NEN-ISO 16354)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1130		eis	requirement	behoefte of verwachting die kenbaar is gemaakt, vanzelfsprekend is of dwingend is voorgeschreven (bron: UIT 68)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1135		elektrische aandrijving						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1138		elektromotor	electric motor					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1141		elektrovijzel	electric jack					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1145	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2635	elementenverharding	element paving	Open verharding bestaande uit geprefabriceerde of natuurlijk elementen (bron: CROW 156)	bestrating, plaveisel			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2635	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0626	open verharding	permeable pavement	Verharding die doorlatend is voor hemelwater en bestaat uit ongebonden materialen of in verband aangebrachte elementen die gemakkelijk aan te brengen of weer te verwijderen zijn. (bron: CROW 156)|altDef: Verharding gevormd door in verband aangebrachte elementen van beperkte afmetingen  zoals bijvoorbeeld klinkers en tegels. (bron: Informatiemodel Grootschalige topografie)|altDef: Wegdek dat uit losse elementen zoals klinkers of tegels opgebouwd wordt. In tegenstelling tot een gesloten verharding heeft een open verharding voegen en is in meer of mindere mate water- en lucht doorlatend. (bron: ROA Veilige Inrichting van Bermen)|altDef: de oppervlakte van de open verharding van het afvoerend oppervlak dat op de vrijvervalleiding loost (bron: Aquo Lex en Objectencatalogus)|prefDef: Verharding die doorlatend is voor hemelwater en bestaat uit ongebonden materialen of in verband aangebrachte elementen die gemakkelijk aan te brengen of weer te verwijderen zijn. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1153		elektriciteitskabel			energiekabel			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1171		erf	premises					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1189		evacuatieverlichting						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1190		evenaar	spreader					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1200		extensief gazon	extensive lawn					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1237		fauna-uittreedplaats			FUP|fauna-uitstapplaats			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1239		faunadekking	fauna cover					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1240		faunageleiding	fauna guide					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1241		fauna-insprong	fauna recess					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1242		faunaopening						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1244		faunaspiegel	fauna mirror					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1245		faunatunnel	wildlife tunnel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1248		faunawand	fauna wall					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1262		filterconstructie	filter construction					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1263		filterdoek						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1264		filterhuis						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1265		filtervulling						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1271		flens	flange					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1277		folie	film					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1278		folieconstructie	membrane construction					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1279		fontein	fountain					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1284		frame	frame					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1288		functie	function	Activiteit waarvan de succesvolle uitvoering bijdraagt aan het bereiken van een doelstelling. (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1306		fundatie	foundation					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1309	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	fundering (kunstwerk)		Constructie om krachten te verdelen over de onderliggende grond of over te brengen naar een dieper gelegen laag. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1310	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4003	funderingslaag (weg)		Laag in de verharding die zich bevindt tussen de onderbouw (weg) en de tussenlaag. (bron: CROW 156)	fundering (weg)			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4003	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0614	verhardingslaag	paving layer	Laag van de verharding (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1312	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1310	funderingslaag (gebonden)		Relatief stijve en sterke fundering bestaande uit een laag hydraulisch of bitumineus, cement- of hydraulisch gebonden mineraal aggregaat (bron: CROW 156)	gebonden fundering			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1313	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1310	funderingslaag (ongebonden)		Fundering bestaande uit een laag niet-gebonden mineraal aggregaat. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1318	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1112	fysieke eenheid	physical unit	TODO (bron: NEN-EN-ISO 80000 series)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1538		grootheid	quantity	property of a phenomenon, body, or substance, where the property has a magnitude that can be expressed as a number and a reference (bron: International Vocabulary of Metrology)	kwantiteit			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1322		gaas	mesh					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1323		gaffel	shackle					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1328		gasdetectie-installatie	gas detection installation					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1329		gasinstallatie	gas piping					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1333		gazon	lawn					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1335		gebeurtenis	event	Concreet concept, dat een overgang vormt tussen twee opeenvolgende  toestanden van een entiteit. Een gebeurtenis wordt gegenereerd in een toestand, en activeert een actieve rol. (bron: NEN 2660-1 (Ontw))				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1342	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0619	gebouw	building	Bouwwerk of een gedeelte daarvan, dat een voor mensen toegankelijk overdekte en geheel of gedeeltelijk met wanden omsloten ruimte vormt (en dat bestemd en/of ingericht is voor menselijk verblijf, arbeid, installaties of handel).		construction entity	Woningwet	none
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1365		gedenksteen	memorial stone					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1384		geiser						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1387	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1388	geleidebarrier	guard barrier	Geleideconstructie in de vorm van het New-Jersey profiel. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1388	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0438	geleideconstructie	guide construction	Bermbeveiligingsconstructie bedoeld voor fysieke geleiding van voertuigen die uit de koers zijn geraakt. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1389		geleidende balk						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1390		geleider	conductor					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1394	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1388	geleiderailconstructie	crash barrier structure	Lintvormige geleideconstructie samengesteld uit metalen planken, afstandhouders (ROA-VIB: diagonalen) en palen (op aardebanen) of stijlen (op kunstwerken). (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1398		geleidetoren						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1400		geleidewerk	guide work					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1401		geleiding	guide					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1402		gelijkrichter	rectifier					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1403	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2019	gelijkvloerse kruising	level crossing	Kruising waarbij de orientatielijnen van de netwerklinks elkaar snijden (bron: AOA Begrippen- en Definitielijst)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2019	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2018	kruising van wegen		Ontmoeting van wegen, waar het verkeer niet van weg mag wisselen. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1405	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	geluidbeperkende constructie	road traffic noise reducing device, noise limiting construction (road)	Geluidbeperkende voorziening in de vorm van een constructie langs een weg of spoorweg. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1408		geluidsdemper						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1414	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c2029	gemaal	pump station	"Kunstwerk om water van een laag peil naar een hoog peil te brengen, waarvan de noodzaak kan liggen in wateroverschot aan de lage kant (afvoer) of in waterbehoefte in het gebied aan de hoge kant (aanvoer). Een gemaal is een samenstel van verschillende onderdelen:\n• één of meerdere doorvoerleidingen of -kokers\n• één of meerdere afsluitmiddelen\n• een gebouw met installaties. (bron: Regeling veiligheid primaire waterkeringen 2017)"				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1418		generator	generator					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1430		geotextiel	geotextile					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1465		giek	boom					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1467		gistingstank						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1468	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1319	elektrische lading	electric charge	TODO (bron: NEN-EN-ISO 80000 series)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1469	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	gladheidmeldsysteem		Installatie die met behulp van sensoren in of naast de weg de variabelen zoals temperatuur en luchtvochtigheid opneemt en deze gegevens doorstuurd naar een centrale waar de kans op gladheid wordt bepaald. (bron: NPR 4768)|Installatie die met behulp van sensoren in of naast de weg de variabelen zoals temperatuur en luchtvochtigheid opneemt en deze gegevens doorstuurd naar een centrale waar de kans op gladheid wordt bepaald. (bron: NPR 4768)	GMS|gladheidsmeldsysteem			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1470		glasvezelkabel	fibre-optic cable					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1471		glasvezelput						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1474		global system for mobile communications installatie			GSM			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1486		golfpijp	waveguide					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1488		goot	gutter					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1490		gording	purlin					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1493		graf	grave					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1496		grafsteen	gravestone					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1501		grasvegetatie	grass vegetation					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1502		grendel	bolt					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1503	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	grendelinrichting	bolt device	Installatie voor het vergrendelen van het beweegbare deel van een object in een bepaalde positie (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1509		greppel	field channel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1512		grienden						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1513		grijper	bucket					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1514		grindkoffer	gravel infiltration pit					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1526		gronddepot	soil depot					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1529		grondkering			grondkerende constructie			
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1530		grondlichaam	body of soil					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1534	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4307	grondwaterlichaam	ground water body	Afzonderlijke grondwatermassa in een of meer watervoerende lagen. (bron: 2000/60/EG)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c4307	https://w3id.org/nen2660/term#AamountOfLiquidMatter	waterlichaam	water body	Een oppervlaktewaterlichaam en/of grondwaterlichaam. (bron: Helpdesk Water)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1544		haag	hedge					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1545		haagwindscherm	windbreak hedge					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1546		haalkom	recessed mooring point					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1547	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0034	haarlemmermeeraansluiting	haarlemmermeer connection	Ongelijkvloerse kruising waarbij alle toe- en afritten in het verlengde liggen van de rijrichting op de autosnelweg. (bron: Richtlijn hectometrering)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1550		hakhout	coppice					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1554		halfverharding						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1555		halsbeugel						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1556		halslager	collar bearing					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1559		hameistijl	cantilever column					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1560		hamerstuk	hammer-beam					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1563		handbrandmelder	manual fire alarm pull station					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1569		hanger (boogbrug)	hanger (arch bridge)					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1572		hangstang						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1573		har	pintle					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1575		hark						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1576		haspel	reel					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1577		haven	harbour					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1578		havendam	breakwater					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1582		hectometerbord	hectometre sign					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1591		hefdeur	guillotine gate					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1592		hefschuif	vertical rising sluice gate					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1593	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	heftoren	lifting tower	Toren terzijde van een doorvaartopening, voor het heffen van een sluisdeur, brugdek of schuif (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1595		hek	fence					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1596		helling						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1597		hellingafwerking						
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1601		helofytenfilter	constructed wetland					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1602	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	hemelwaterafvoer	rainwater drainage	Geheel van putten, kolken, goten en leidingen voor het beheerst (veilig) afvoeren van hemelwater. (bron: CROW 156)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1615		heugelstang	toothed rack					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1616		hevel	siphon					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1619	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1797	hijs- en hefinstallatie	hoisting and transport installation	Installatie voor het hijsen en transporteren van zware lasten (bron: NPR 4768)				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1623		hittewerende bekleding	heat-resistant cladding					
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1625		energie	energy	TODO (bron: Wikipedia, de vrije encyclopedie (NL))				
https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c1638	https://bimloket.nl/data/kernmodel/thesaurus#718dcbf8-e701-4963-a26d-3897bc2c0613	hoofddraagconstructie	main supporting structure	Primaire dragende constructie van een kunstwerk dat optredende belasting opneemt. (bron: NPR 4768)				
